avg_Density_(g/mL),avg_Gordy_electonegativity,avg_Number_of_unfilled_d_valence_electrons,avg_abs_valence,avg_metallic_valence,avg_valence_d,sum_Density_(g/mL),sum_heat_atomization(kJ/mol),sum_valence_d,range_Density_(g/mL),range_Nagle_electonegativity,range_heat_of_fusion_(kJ/mol)_,target
5.23,4.57,7.5,2.0,3.61,2.5,20.92,1187.0,10.0,4.8,0.65,43.23,2.12
6.6648,5.250304,0.0,3.6,2.4,10.0,33.324,1093.0,50.0,3.51,0.25,8.57,0.208
3.693333333,5.300952381,10.0,3.142857143,2.095238095,0.0,77.56,4677.0,0.0,3.5,1.52,36.28,2.0
5.053571429,5.160714286,9.428571429,3.571428571,2.428571429,0.571428571,70.75,4035.0,8.0,5.07,1.33,19.71,1.3
5.1125,4.7075,6.666666667,2.416666667,2.48,3.333333333,61.35,2609.0,40.0,8.1,1.47,10.72,1.68
2.322,4.918,10.0,2.8,2.4,0.0,11.61,1489.0,0.0,0.63,0.94,9.07,4.1
1.665,8.71,9.75,4.0,0.8,0.25,6.66,656.0,1.0,6.66,3.18,5.2,4.85
4.584375,5.43534375,7.5,4.3125,2.25,2.5,73.35,3873.0,40.0,7.68,1.43,9.58,1.18
4.962857143,4.641257143,5.714285714,2.285714286,2.982857143,4.285714286,34.74,1810.0,30.0,8.89,1.65,11.33,1.29
3.57875,4.91375,8.375,2.625,2.555,1.625,28.63,2072.0,13.0,8.63,1.7,19.18,1.77
7.07,4.86,0.0,2.555555556,2.862222222,10.0,63.63,1998.0,90.0,4.26,0.63,14.23,0.68
6.029819005,5.689660633,8.868778281,3.660633484,2.339366516,1.131221719,106.6072,4103.36,20.0,4.53,1.19,13.18,1.22
4.83625,4.6325,7.5,2.5,2.43,2.5,38.69,1674.0,20.0,9.64,1.47,8.97,1.8
5.972,4.86475,5.0,2.0,3.22,5.0,11.944,367.6,10.0,6.58,1.04,4.97,2.05
5.563333333,5.01,3.333333333,2.666666667,3.333333333,6.666666667,16.69,883.0,20.0,5.24,0.79,5.31,0.9
2.55,4.853529412,9.529411765,3.294117647,2.117647059,0.470588235,43.35,4881.0,8.0,7.71,1.65,24.68,2.243333333
3.819375,5.47814375,7.5,4.3125,2.25,2.5,61.11,4093.0,40.0,4.62,1.43,18.15,1.2
1.99,4.703333333,10.0,2.666666667,3.333333333,0.0,5.97,1082.0,0.0,0.51,0.35,49.89,1.89
5.485,5.13295,7.5,2.5,2.72,2.5,21.94,1026.0,10.0,9.83,0.93,3.87,3.4
5.991666667,4.956333333,3.333333333,3.666666667,2.406666667,6.666666667,35.95,1190.0,40.0,6.36,1.29,15.4,2.12
5.203333333,4.486666667,6.666666667,2.0,2.591111111,3.333333333,46.83,1424.0,30.0,7.79,1.47,4.36,2.36
1.297142857,6.762380952,9.428571429,3.142857143,1.142857143,0.571428571,27.24,6493.0,12.0,4.54,2.39,15.23,3.4
0.59875,7.43,10.0,2.625,0.4375,0.0,9.58,3947.0,0.0,4.79,1.35,6.47,4.81
3.583387681,6.526566304,9.153985507,3.101449275,2.456521739,0.846014493,19.7803,2575.51,4.67,16.6,2.45,31.38,2.48
3.2625,6.67376,7.4,3.65,1.4,2.6,65.25,6155.0,52.0,9.75,2.68,26.18,3.0
4.662,5.65856,10.0,2.4,2.4,0.0,23.31,1419.0,0.0,6.48,1.4,9.34,2.955
2.731,6.604,8.7,3.7,1.678,1.3,27.31,3284.0,13.0,8.9,2.58,20.68,0.45
2.424761905,7.245238095,6.904761905,3.857142857,0.793333333,3.095238095,50.92,5140.0,65.0,10.5,2.36,31.78,3.06
2.436666667,7.11,6.666666667,3.333333333,1.333333333,3.333333333,7.31,800.0,10.0,7.31,1.92,6.81,3.597
1.621578947,6.982631579,10.0,3.157894737,1.263157895,0.0,30.81,5525.0,0.0,5.32,2.83,49.98,4.89
7.371428571,4.857142857,5.714285714,2.142857143,3.617142857,4.285714286,51.6,1835.0,30.0,5.71,0.86,21.01,2.088428571
4.2825,4.8275,7.5,3.0,2.0,2.5,17.13,806.0,10.0,5.83,1.47,17.54,1.47
3.173,4.947,9.7,2.8,2.444,0.3,31.73,3229.0,3.0,3.83,1.38,9.68,2.88
5.417777778,5.913733333,6.666666667,4.0,0.986666667,3.333333333,48.76,1233.0,30.0,8.78,0.97,13.348,2.06
9.02125,6.0862425,0.0,2.0,3.22,10.0,18.0425,275.85,20.0,7.26,0.63,15.195,0.28
3.83,3.77,5.0,2.0,2.0,5.0,7.66,371.0,10.0,5.72,0.93,17.27,0.82
4.29,6.536266667,6.666666667,4.0,1.0,3.333333333,12.87,568.0,10.0,9.75,1.79,11.08,2.924
5.213333333,4.57,6.666666667,2.0,3.926666667,3.333333333,15.64,1008.0,10.0,10.18,0.61,16.94,0.65
2.325,4.8,10.0,3.0,0.5,0.0,4.65,198.0,0.0,1.59,1.73,3.1,7.45
5.13,5.74,2.5,4.5,0.75,7.5,20.52,623.0,30.0,0.8,0.16,19.88,2.433333333
3.971111111,7.414177778,9.333333333,3.555555556,1.333333333,0.666666667,17.87,1611.0,3.0,16.6,2.56,31.38,3.7
0.879166667,7.151666667,10.0,3.0,0.416666667,0.0,10.55,2711.0,0.0,4.79,2.67,6.47,4.9
3.091,6.99638,8.7,3.2,1.244,1.3,30.91,2879.0,13.0,16.6,2.64,31.38,4.17
6.764285714,4.936685714,9.428571429,3.428571429,2.571428571,0.571428571,47.35,2287.0,4.0,6.91,1.28,9.41,0.37
2.399,5.85788,8.0,3.5,1.044,2.0,23.99,1375.0,20.0,10.5,2.03,9.21,2.77
6.3065,4.58595,4.95,2.0,3.22,5.05,12.613,545.61,10.1,2.75,0.63,14.28,0.72
7.374,5.01336,9.8,3.0,2.756,0.2,36.87,1351.0,1.0,15.5,1.33,7.31,1.0
11.69333333,6.037833333,1.333333333,4.666666667,3.26,8.666666667,35.08,1185.0,26.0,16.36,0.69,14.31,0.3
3.245,4.78,7.5,2.5,2.11,2.5,12.98,887.0,10.0,5.78,1.66,1.54,3.3
5.565454545,4.929090909,8.181818182,2.454545455,2.725454545,1.818181818,122.44,4692.0,40.0,7.79,1.47,4.36,2.16
6.6525,4.810845,4.5,2.0,3.22,5.5,13.305,519.0,11.0,7.6,0.54,17.575,0.65
5.99185,4.7774845,5.0,2.0,3.22,5.0,11.9837,357.3,10.0,8.71,0.85,5.025,2.6
4.246,4.702,8.0,2.4,2.688,2.0,21.23,1234.0,10.0,9.64,1.65,25.98,2.21
4.251,4.586,10.0,2.0,3.22,0.0,8.502,598.4,0.0,4.08,0.66,27.04,2.2
5.441428571,5.018571429,8.571428571,2.571428571,2.76,1.428571429,38.09,1611.0,10.0,2.34,0.85,1.73,1.72
5.436,5.06806,10.0,5.4,2.4,0.0,27.18,1138.0,0.0,0.49,1.05,18.49,0.6
4.96,3.560133333,6.666666667,2.0,2.146666667,3.333333333,14.88,492.0,10.0,9.66,0.44,4.151,0.097
6.135555556,5.164444444,2.222222222,3.333333333,2.666666667,7.777777778,55.22,2263.0,70.0,1.37,0.27,19.45,0.5
6.051428571,5.160057143,8.571428571,2.857142857,2.474285714,1.428571429,42.36,1676.0,10.0,6.61,0.75,1.891,1.83
4.563,4.78825,5.25,2.0,3.22,4.75,9.126,419.55,9.5,5.31,1.03,6.66,2.85
5.572142857,4.811557143,7.5,4.142857143,3.452857143,2.5,78.01,4139.0,35.0,9.83,1.2,15.18,0.8
10.1375,5.739875,4.5,4.0,3.695,5.5,81.1,2917.0,44.0,17.61,0.88,19.41,0.43
5.645714286,5.360714286,7.857142857,3.571428571,2.585714286,2.142857143,79.04,3605.0,30.0,2.52,1.28,0.45,0.5
4.452857143,5.21,2.142857143,3.857142857,0.642857143,7.857142857,62.34,1745.0,110.0,5.16,1.44,17.68,1.94
5.3,5.1947,7.5,3.0,2.0,2.5,21.2,740.0,10.0,7.88,1.52,9.21,1.07
1.7975,7.095,8.75,4.25,1.445,1.25,7.19,1144.0,5.0,7.19,2.33,16.68,1.4
2.467777778,6.080455556,9.555555556,3.111111111,0.975555556,0.444444444,22.21,2293.0,4.0,19.3,2.67,35.18,4.99
4.64,5.1555,9.5,3.0,2.244,0.5,92.8,4451.0,10.0,3.81,1.33,2.16,1.99
5.9165,4.7295,6.5,2.0,3.22,3.5,11.833,427.0,7.0,2.34,0.85,22.11,1.93
4.82,4.39,5.0,2.0,4.0,5.0,9.64,754.0,10.0,4.98,0.17,43.52,0.59
9.273333333,6.344922222,4.444444444,2.0,3.133333333,5.555555556,83.46,1455.0,50.0,8.71,0.77,4.395,1.57
5.325586085,5.07172007,8.107335889,3.332150765,2.286554442,1.892664111,223.66929,9176.802,79.49,7.21,1.25,30.25,0.74
4.126666667,3.146666667,7.666666667,3.666666667,3.26,2.333333333,12.38,721.0,7.0,7.16,0.12,7.24,0.66
3.005714286,4.617142857,10.0,1.428571429,3.014285714,0.0,21.04,3766.0,0.0,4.66,0.99,43.06,4.9
3.596666667,3.51,6.666666667,2.0,2.666666667,3.333333333,10.79,598.0,10.0,5.57,0.38,1.92,0.272307692
2.378571429,4.252857143,10.0,2.0,1.857142857,0.0,16.65,1517.0,0.0,5.73,1.33,27.11,1.4
2.3625,4.890625,9.375,2.8125,3.1525,0.625,37.8,5009.0,10.0,8.68,0.77,10.64,1.47
4.713333333,4.583333333,10.0,2.0,3.333333333,0.0,14.14,934.0,0.0,1.82,0.83,29.19,1.0
7.715,4.89,0.0,2.5,2.72,10.0,15.43,391.0,20.0,5.57,0.82,3.48,2.932183333
4.38625,5.51595,6.25,3.5,2.18,3.75,35.09,1894.0,30.0,9.75,1.3,9.58,1.5
3.891362468,5.325180805,10.0,3.580976864,2.484387318,0.0,45.4122,3515.78,0.0,6.16,1.43,9.08,2.61
3.3,6.0275,7.5,2.25,2.11,2.5,13.2,1108.0,10.0,10.5,2.17,11.08,3.6
3.1425,6.8426,7.5,2.75,0.985,2.5,25.14,2179.0,20.0,11.4,1.86,49.98,3.76
5.335,4.5725,10.0,2.0,3.154,0.0,10.67,600.0,0.0,3.2,0.56,22.11,1.81
5.116734694,7.592387755,9.081632653,3.571428571,1.571428571,0.918367347,250.72,19878.0,45.0,16.6,2.78,31.38,0.33
4.45,5.975,6.0,6.0,2.89,4.0,8.9,679.0,8.0,8.9,2.15,17.25,4.0
4.01125,5.33875,10.0,3.5,2.0,0.0,32.09,1763.0,0.0,3.26,1.48,6.03,2.18
7.4335,4.67905,0.05,2.0,3.22,9.95,14.867,311.39,19.9,2.75,0.63,14.28,1.35
7.2425,4.625,0.75,4.0,3.695,9.25,28.97,1211.0,37.0,2.21,0.44,3.68,0.495
6.626666667,5.209188889,7.333333333,3.277777778,2.764444444,2.666666667,119.28,5060.0,48.0,7.11,1.1,22.258,0.8
3.715,6.1425,7.5,2.25,2.22,2.5,14.86,1122.0,10.0,8.96,2.11,12.83,1.47
5.71,4.911818182,6.818181818,3.363636364,2.969090909,3.181818182,125.62,5142.0,70.0,5.56,1.52,9.96,1.79
6.2575,5.117525,2.5,4.25,2.5,7.5,25.03,874.0,30.0,2.07,1.02,10.46,0.6
1.964375,7.46485,7.5,4.0,0.5,2.5,31.43,3646.0,40.0,9.75,1.79,11.08,3.74
4.394285714,5.831428571,8.857142857,3.428571429,2.311428571,1.142857143,30.76,2208.0,8.0,7.86,2.57,13.58,0.64
11.735,6.7854,5.5,6.5,3.89,4.5,23.47,844.0,9.0,19.33,1.0,17.88,0.606666667
0.93,4.558,10.0,2.4,2.4,0.0,4.65,1480.0,0.0,1.55,2.01,8.18,1.55
1.416,6.322,9.6,3.2,1.2,0.4,7.08,1381.0,2.0,4.54,2.56,15.23,3.4125
8.074,5.16212,0.0,3.2,2.488,10.0,40.37,980.0,50.0,5.66,0.49,13.348,0.5
5.25,4.72,6.666666667,2.5,2.74,3.333333333,63.0,2822.0,40.0,8.1,1.47,10.72,1.04
2.663571429,7.197142857,6.428571429,3.642857143,0.801428571,3.571428571,37.29,3224.0,50.0,12.0,2.17,17.38,1.5
2.722,6.77093,9.7,3.7,1.18,0.3,27.22,2839.0,3.0,16.6,2.57,31.38,3.45
2.62,6.68505,10.0,5.5,1.0,0.0,5.24,427.0,0.0,5.24,2.56,8.99,1.119
6.678,4.822,4.0,2.4,3.6,6.0,33.39,1510.0,30.0,1.58,0.41,20.67,0.47
2.9875,5.8675,7.25,2.25,2.11,2.75,11.95,1214.0,11.0,8.96,2.45,13.88,3.3
2.768,4.932,9.8,2.8,2.04,0.2,13.84,1365.0,1.0,5.69,1.54,3.74,2.15
3.768,5.356,8.0,3.2,2.8,2.0,18.84,1516.0,10.0,5.24,0.79,35.22,2.23
4.9175,5.0275,8.333333333,2.75,2.406666667,1.666666667,59.01,2663.0,20.0,5.46,1.33,9.79,2.23
3.1125,5.5375,7.5,2.0,3.61,2.5,12.45,1454.0,10.0,7.13,1.66,36.58,3.05
3.655,6.48,5.0,3.0,2.0,5.0,7.31,551.0,10.0,7.31,1.92,6.81,3.0
6.546428571,4.801428571,5.0,1.928571429,3.791428571,5.0,91.65,3964.0,70.0,8.43,1.04,25.98,1.0
6.16442947,5.198037376,6.406109614,3.031446541,2.404061096,3.593890386,68.6101,2171.92,40.0,7.88,1.52,9.21,1.0
6.653333333,5.0206,3.333333333,2.666666667,2.813333333,6.666666667,19.96,694.0,20.0,10.08,0.63,16.83,0.3
6.955,4.585,0.0,2.0,3.61,10.0,27.82,957.0,40.0,0.62,0.42,12.84,0.35
5.25,6.11,5.0,2.0,2.72,5.0,10.5,533.0,10.0,10.5,2.17,11.08,1.57
9.3753,6.4021062,0.0,2.0,3.22,10.0,18.7506,268.404,20.0,7.26,0.63,15.195,0.0635
3.275,4.465,7.5,2.0,3.61,2.5,13.1,1213.0,10.0,5.31,0.76,49.89,2.07
8.293333333,4.85,1.0,5.0,3.26,9.0,24.88,1037.0,27.0,6.16,0.73,6.51,0.25
4.02,6.93276,9.4,3.2,2.0,0.6,20.1,1933.0,3.0,16.6,2.64,31.38,1.78
2.600526316,7.072105263,7.894736842,3.473684211,1.016842105,2.105263158,49.41,4728.0,40.0,11.4,1.86,11.08,3.7
1.344938272,7.182839506,7.75308642,3.851851852,0.177777778,2.24691358,108.94,16681.0,182.0,6.66,2.78,7.6,2.34
4.7225,4.2642,4.95,2.0,3.0022,5.05,9.445,585.21,10.1,5.95,0.63,13.68,2.21
5.26,5.0775,2.5,3.0,2.0,7.5,21.04,735.0,30.0,4.82,1.29,17.78,0.43
0.87,7.1725,10.0,3.0,0.416666667,0.0,10.44,2692.0,0.0,4.79,2.78,6.47,4.936666667
1.788888889,6.658888889,9.222222222,3.444444444,1.333333333,0.777777778,16.1,3068.0,7.0,8.57,2.45,26.18,3.58
3.335833333,4.647083333,10.0,2.25,2.943333333,0.0,80.06,6773.0,0.0,4.08,1.24,36.28,1.39
4.124166667,5.197533333,9.166666667,2.833333333,2.516666667,0.833333333,49.49,3293.0,10.0,9.33,0.93,3.87,3.08
4.3512,5.563736,9.6,2.8,2.452,0.4,21.756,1680.6,2.0,7.77,1.44,16.88,1.25
3.645,5.2175,9.5,3.0,2.5,0.5,29.16,2850.0,4.0,4.44,1.45,15.18,2.01
5.334,5.264,9.6,2.8,2.4,0.4,26.67,1527.0,2.0,1.36,1.27,0.49,1.773333333
6.029130435,5.045217391,5.652173913,2.608695652,2.8,4.347826087,27.734,1114.2,20.0,4.17,0.8,9.79,1.32
2.2,7.142727273,8.181818182,3.454545455,0.989090909,1.818181818,24.2,2683.0,20.0,7.31,2.1,6.47,2.97
6.230697674,4.955581395,5.348837209,2.441860465,2.995348837,4.651162791,26.792,1074.6,20.0,4.17,0.8,9.79,1.1
3.874166667,5.495841667,6.666666667,3.916666667,2.333333333,3.333333333,46.49,3179.0,40.0,4.62,1.43,18.15,0.98
3.282727273,4.828181818,7.272727273,2.727272727,2.403636364,2.727272727,36.11,2627.0,30.0,6.34,1.54,5.6,2.93
2.095714286,7.217142857,9.142857143,3.857142857,1.254285714,0.857142857,14.67,2156.0,6.0,10.2,3.12,31.78,3.78
4.096666667,4.613333333,6.666666667,2.0,3.48,3.333333333,12.29,742.0,10.0,6.83,0.77,5.53,2.1035
3.661428571,5.234057143,9.714285714,2.857142857,2.285714286,0.285714286,25.63,2090.0,2.0,6.35,1.39,8.33,2.55
4.244,5.666713333,8.0,2.533333333,2.621333333,2.0,63.66,3537.0,30.0,12.53,1.54,48.83,2.86
5.566666667,4.84,7.666666667,4.666666667,3.593333333,2.333333333,16.7,1006.0,7.0,6.83,1.05,25.98,0.6
6.5345,6.547311667,6.0,2.0,2.842666667,4.0,98.0175,2489.75,60.0,11.63,1.7,4.47,1.66
6.686666667,3.993333333,3.666666667,4.0,3.926666667,6.333333333,20.06,1115.0,19.0,4.43,0.77,8.47,0.235
5.521666667,5.181666667,8.916666667,2.75,2.703333333,1.083333333,66.26,3573.0,13.0,4.17,1.27,30.74,2.0
4.297692308,7.586346154,8.615384615,4.076923077,1.335384615,1.384615385,55.87,4353.0,18.0,19.3,2.57,35.18,3.39
2.699444444,5.451666667,10.0,3.333333333,2.111111111,0.0,48.59,4604.0,0.0,5.32,1.84,35.22,2.91
3.125,6.80125,5.0,3.75,1.125,5.0,25.0,1889.0,40.0,6.69,1.74,19.65,2.61
4.784545455,5.211436364,8.181818182,2.863636364,2.498181818,1.818181818,105.26,5939.0,40.0,9.33,0.93,35.22,2.35
4.96875,4.5725,8.25,2.75,2.555,1.75,39.75,2144.0,14.0,7.43,1.48,24.21,2.19
2.9225,4.8725,7.5,3.0,2.0,2.5,11.69,910.0,10.0,5.83,1.65,18.15,1.69
3.600606061,6.978957576,6.363636364,3.606060606,1.181818182,3.636363636,118.82,7779.0,120.0,9.75,1.79,11.08,3.25
5.703,5.43024,9.6,2.8,2.4,0.4,57.03,3058.0,4.0,5.05,1.27,12.4,1.26
4.4575,4.8325,6.25,2.25,3.415,3.75,35.66,2375.0,30.0,6.89,1.03,48.83,3.15
4.70625,5.63255,9.75,3.75,2.525,0.25,37.65,2670.0,2.0,11.23,1.46,22.34,0.7
3.9,6.539466667,9.333333333,3.333333333,1.333333333,0.666666667,11.7,1074.0,2.0,11.7,2.59,15.88,3.4
0.835,5.9925,9.166666667,2.75,0.666666667,0.833333333,10.02,2578.5,10.0,6.24,2.68,17.27,4.9
2.87,5.246533333,9.833333333,3.5,2.333333333,0.166666667,34.44,3602.0,2.0,9.88,1.46,15.44,3.02
4.53,5.225253333,9.333333333,2.933333333,2.0,0.666666667,67.95,3018.0,10.0,7.88,1.52,25.61,1.02
4.706666667,4.886666667,9.333333333,3.333333333,2.666666667,0.666666667,14.12,924.0,2.0,0.25,1.08,8.76,1.55
1.827058824,6.89,9.411764706,3.764705882,1.032941176,0.588235294,93.18,14493.0,30.0,10.2,2.68,31.78,3.3
0.89047619,6.224285714,10.0,2.761904762,1.047619048,0.0,18.7,6545.0,0.0,2.34,2.67,49.98,7.3
4.1,5.089411765,8.823529412,3.117647059,2.228235294,1.176470588,139.4,7762.0,40.0,6.45,1.47,6.03,2.2
6.201428571,5.045714286,3.857142857,2.714285714,2.428571429,6.142857143,43.41,2057.0,43.0,0.09,1.04,11.29,0.43
3.7625,3.75,7.5,1.0,2.61,2.5,15.05,811.0,10.0,8.11,0.87,33.94,0.99
6.446363636,4.811818182,0.454545455,2.454545455,2.725454545,9.545454545,141.82,4182.0,210.0,5.44,1.29,15.4,1.61
6.0525,5.49635,2.5,3.75,1.485,7.5,48.42,1533.0,60.0,9.33,0.73,18.15,2.0
5.3375,5.4975,4.75,2.25,2.61,5.25,21.35,1207.0,21.0,8.96,2.58,17.27,2.31
2.8425,4.98,7.5,3.0,2.0,2.5,11.37,981.0,10.0,6.15,1.55,18.15,1.36
4.962,5.211,5.0,3.0,3.0,5.0,9.924,570.6,10.0,5.24,0.79,5.31,1.05
4.467,7.13483,7.55,3.5,1.4,2.45,89.34,6323.0,49.0,16.6,2.68,31.38,3.5
2.835,4.615,10.0,1.5,1.5,0.0,11.34,539.0,0.0,3.86,1.32,25.61,0.6
7.4575,5.0497,5.0,2.75,3.11,5.0,29.83,945.0,20.0,5.71,0.86,4.61,0.34
5.133636364,5.330909091,9.818181818,3.090909091,2.545454545,0.181818182,56.47,3189.0,2.0,1.36,1.27,30.74,1.08
6.04,5.035,5.0,2.5,2.72,5.0,12.08,450.0,10.0,5.84,1.05,7.76,2.998325
3.6075,4.9372,7.5,3.0,2.0,2.5,14.43,926.0,10.0,9.21,1.55,9.58,0.16
3.621052632,5.421052632,10.0,3.684210526,2.547368421,0.0,68.8,5791.0,0.0,4.93,1.46,35.22,2.62
6.007022222,5.955866667,6.666666667,2.0,2.591111111,3.333333333,54.0632,1410.88,30.0,12.64,1.65,4.97,2.28
6.7872,5.243456,0.0,3.6,2.4,10.0,33.936,1082.0,50.0,3.51,0.25,8.57,0.197
5.0925,5.390113333,6.620833333,3.325,2.37,3.379166667,122.22,6407.6,81.1,9.33,1.45,9.58,1.0
4.855,4.475,10.0,2.0,3.088,0.0,9.71,612.0,0.0,3.2,0.56,22.11,2.3
6.081111111,5.164044444,6.666666667,3.333333333,2.222222222,3.333333333,54.73,1842.0,30.0,8.22,1.48,9.11,0.57
4.23,6.62984,6.0,3.6,1.088,4.0,21.15,1022.0,20.0,11.4,1.86,11.08,2.45
2.17,3.78,10.0,2.0,1.333333333,0.0,6.51,407.0,0.0,3.93,1.47,4.36,1.8
7.171535581,6.247608614,8.243445693,4.752808989,2.948539326,1.756554307,19.148,1003.55,4.69,20.33,1.06,24.38,2.0
7.963,5.250044,5.15,3.0,2.2434,4.85,15.926,429.99,9.7,9.33,0.73,35.22,0.28
3.793333333,5.12875,9.583333333,2.708333333,2.683333333,0.416666667,18.208,1363.6,2.0,6.89,0.98,11.33,2.675
2.846363636,4.802727273,8.181818182,2.727272727,2.261818182,1.818181818,31.31,2830.0,20.0,6.34,1.54,48.83,3.27
6.553846154,4.775384615,3.076923077,2.461538462,2.972307692,6.923076923,85.2,3199.0,90.0,3.06,0.57,11.9,1.13
4.924,4.619,8.0,2.0,3.22,2.0,9.848,578.6,4.0,5.49,0.7,27.04,1.85
5.563636364,5.564145455,7.272727273,2.545454545,2.363636364,2.727272727,61.2,2871.0,30.0,6.48,1.4,15.77,1.43
6.234481481,5.208557778,6.096296296,3.332962963,2.450740741,3.903703704,168.331,6011.73,105.4,8.89,1.47,8.97,0.39
2.987,6.83738,9.5,3.0,1.2,0.5,29.87,3231.0,5.0,16.6,2.67,31.38,4.5
6.036,5.332,4.0,3.6,2.4,6.0,30.18,1195.0,30.0,0.51,0.03,10.21,1.67375
6.733333333,4.896666667,7.666666667,4.666666667,3.593333333,2.333333333,20.2,1224.0,7.0,10.33,1.14,25.98,1.2
5.195,5.6772,5.0,2.75,2.61,5.0,20.78,1073.0,20.0,9.75,2.11,12.83,1.07
6.752,5.2222,4.0,4.8,2.32,6.0,33.76,1005.0,30.0,1.28,1.03,8.86,0.7
2.19,4.192,10.0,2.4,2.4,0.0,10.95,1219.0,0.0,5.73,1.8,27.34,1.332
3.9,5.51,10.0,3.5,2.5,0.0,31.2,2324.0,0.0,3.66,0.38,25.98,2.4
1.746666667,7.213341667,8.333333333,3.833333333,0.916666667,1.666666667,20.96,3267.0,20.0,6.69,2.56,49.98,3.46
3.302857143,5.114285714,9.714285714,2.857142857,2.285714286,0.285714286,23.12,2126.0,2.0,4.08,1.45,6.58,2.85
2.318461538,7.103076923,8.461538462,4.0,1.196923077,1.538461538,30.14,3934.0,20.0,10.2,2.64,31.78,3.12
5.64,4.93,5.909090909,2.454545455,2.725454545,4.090909091,124.08,4549.0,90.0,5.78,1.48,5.13,1.76
4.97,5.45604,10.0,5.2,2.0,0.0,24.85,1037.0,0.0,0.45,1.25,2.52,1.02
7.164,5.41256,4.0,2.4,2.4,6.0,35.82,1173.0,30.0,2.31,0.99,6.43,0.69
3.941428571,5.531428571,10.0,3.714285714,2.285714286,0.0,27.59,1765.0,0.0,2.97,0.09,6.03,2.2
3.78,5.301666667,10.0,3.333333333,2.0,0.0,45.36,2611.0,0.0,3.26,1.52,6.03,2.41
3.549473684,5.389473684,9.789473684,3.052631579,2.568421053,0.210526316,67.44,6155.0,4.0,4.59,1.44,35.22,2.3
6.954,4.25,0.0,1.2,3.864,10.0,34.77,917.0,50.0,0.44,0.42,12.55,0.176666667
4.628,5.760046667,8.0,2.533333333,2.621333333,2.0,69.42,3349.0,30.0,12.64,1.65,35.22,2.67
5.612666667,5.308666667,8.666666667,3.466666667,2.456,1.333333333,84.19,3972.0,20.0,2.52,1.25,16.61,1.89
4.746428571,5.099828571,2.142857143,3.857142857,0.642857143,7.857142857,66.45,1647.0,110.0,8.89,1.43,8.97,2.1
6.2902,4.58585,5.05,2.0,3.22,4.95,12.5804,548.4,9.9,0.96,0.55,22.11,1.37
6.085866667,5.898511111,6.666666667,2.0,2.591111111,3.333333333,54.7728,1439.52,30.0,12.53,1.54,4.97,2.03
4.005666667,5.67569,7.333333333,3.066666667,2.510666667,2.666666667,48.068,2981.2,32.0,12.64,1.65,5.31,2.78
11.99333333,5.7445,1.333333333,4.0,3.926666667,8.666666667,35.98,1315.0,26.0,15.91,0.49,11.93,0.236666667
8.073106796,5.247545631,4.757281553,3.029126214,2.228737864,5.242718447,16.6306,434.64,10.8,6.61,0.55,12.691,0.28
5.0925,5.18,7.5,2.75,3.11,2.5,20.37,1144.0,10.0,8.43,1.04,25.98,2.2
6.452,5.12,4.0,3.6,2.44,6.0,32.26,1303.0,30.0,0.53,1.02,10.6,1.32
5.351666667,5.201816667,8.833333333,4.0,2.463333333,1.166666667,32.11,1337.0,7.0,7.03,1.52,14.1,0.95
4.934615385,6.722892308,6.769230769,2.923076923,2.135384615,3.230769231,64.15,2209.0,42.0,13.5,1.65,16.24,3.22
4.866666667,5.087822222,6.111111111,3.222222222,2.788888889,3.888888889,43.8,2358.0,35.0,9.33,1.13,10.33,1.45
7.525,5.49955,10.0,3.0,3.0,0.0,15.05,534.0,0.0,3.59,0.99,10.86,1.18
8.064444444,6.384922222,4.444444444,2.0,3.133333333,5.555555556,72.58,1663.0,50.0,11.43,0.95,2.422,2.05
1.058333333,7.340833333,9.166666667,3.666666667,0.666666667,0.833333333,12.7,2891.0,10.0,6.69,2.83,19.65,4.68
3.492,6.89476,9.4,3.2,1.2,0.6,17.46,1619.0,3.0,16.6,2.78,31.38,3.5
3.95,4.72,7.5,2.25,3.11,2.5,15.8,1222.0,10.0,6.89,0.98,11.33,3.5
2.368571429,4.422857143,10.0,1.142857143,2.857142857,0.0,16.58,3602.0,0.0,0.2,0.96,41.9,3.68
8.7382,5.079992,0.0,2.98,2.24,10.0,17.4764,394.88,20.0,5.16,0.56,14.23,0.37
4.49375,5.58255,9.5,3.0,2.5,0.5,35.95,2860.0,4.0,11.23,1.45,22.34,0.7
4.5775,4.59575,5.05,2.0,3.22,4.95,9.155,558.3,9.9,5.49,0.7,27.04,1.3
6.898888889,4.838888889,0.0,2.555555556,2.862222222,10.0,62.09,2052.0,90.0,2.72,0.57,14.23,1.1065
5.127145,4.610975,10.0,2.0,4.0,0.0,5.127145,381.8375,0.0,2.99,0.06,13.61,1.042
3.2665,7.370615,9.4,3.5,1.167,0.6,65.33,6336.0,12.0,19.3,2.83,35.18,3.27
1.812631579,6.679473684,7.578947368,3.631578947,0.883157895,2.421052632,68.88,8856.0,92.0,7.86,2.68,17.27,1.98
5.9455,4.7465,5.5,2.0,3.22,4.5,11.891,381.0,9.0,2.34,0.85,22.11,2.34
2.743636364,6.895454545,9.272727273,3.272727273,1.398181818,0.727272727,30.18,3658.0,8.0,10.2,2.57,31.78,2.0
7.27,5.2944,5.0,3.5,2.5,5.0,14.54,434.0,10.0,4.96,0.48,4.61,0.4
